text,label,temperature,humidity,heat_index
"Warning: temperature is comfortable, humidity is low. Heat index concern.",Low,26.3,48.0,26.72
"Sensor readings show 30.9 degrees Celsius, 48.0 percent humidity, heat index is high.",Moderate,30.9,48.0,32.08
"Warning: temperature is warm, humidity is low. Heat index concern.",Moderate,27.1,46.0,27.27
"Temperature at 24.4°C (trend stable), humidity at 51.0%.",Low,24.4,51.0,25.57
"Sensor readings show 30.9 degrees Celsius, 49.0 percent humidity, heat index is high.",Moderate,30.9,49.0,32.26
"Sensor readings show 25.8 degrees Celsius, 44.0 percent humidity, heat index is normal.",Low,25.8,44.0,26.22
Temperature stable to 30.9°C. Humidity stable to 49.0%.,Moderate,30.9,49.0,32.26
Temperature stable to 30.8°C. Humidity stable to 49.0%.,Moderate,30.8,49.0,32.1
"Warning: temperature is warm, humidity is moderate. Heat index concern.",Moderate,30.9,50.0,32.45
Temperature stable to 30.9°C. Humidity stable to 49.0%.,Moderate,30.9,49.0,32.26
"Alert: Temperature 41.5°C, humidity 63.3%. Heat index exceeds threshold.",Severe,41.5,63.3,68.78999999999999
Temperature stable to 31.0°C. Humidity stable to 50.0%.,Moderate,31.0,50.0,32.62
"Temperature is warm at 30.8°C, humidity is low.",Moderate,30.8,49.0,32.1
"Environment: 24.8°C, 50.0%, heat index is normal.",Low,24.8,50.0,25.78
"Alert: Temperature 30.9°C, humidity 50.0%. Heat index is high.",Moderate,30.9,50.0,32.45
"Warning: temperature is warm, humidity is moderate. Heat index concern.",Moderate,31.0,50.0,32.62
"Temperature at 31.0°C (trend stable), humidity at 50.0%.",Moderate,31.0,50.0,32.62
"Temperature at 30.9°C (trend stable), humidity at 50.0%.",Moderate,30.9,50.0,32.45
Temperature stable to 26.9°C. Humidity stable to 47.0%.,Low,26.9,47.0,27.15
"Temperature is 30.8°C, humidity is 50.0%, heat index is high.",Moderate,30.8,50.0,32.29
"Alert: Temperature 30.9°C, humidity 50.0%. Heat index is high.",Moderate,30.9,50.0,32.45
"Sensor readings show 24.9 degrees Celsius, 50.0 percent humidity, heat index is normal.",Low,24.9,50.0,25.83
"Temperature is comfortable at 25.8°C, humidity is low.",Low,25.8,44.0,26.22
"Alert: Temperature 26.8°C, humidity 47.0%. Heat index is elevated.",Low,26.8,47.0,27.07
"Current conditions: 30.8°C temperature, 49.0% humidity, heat index is high.",Moderate,30.8,49.0,32.1
"Current conditions: 24.9°C temperature, 50.0% humidity, heat index is normal.",Low,24.9,50.0,25.83
"Warning: temperature is warm, humidity is low. Heat index concern.",Moderate,30.8,49.0,32.1
"Alert: Temperature 38.5°C, humidity 61.5%. Heat index exceeds threshold.",Severe,38.5,61.5,64.64999999999999
"Environment: 27.1°C, 46.0%, heat index is elevated.",Moderate,27.1,46.0,27.27
30.9°C and 50.0% humidity detected.,Moderate,30.9,50.0,32.45
"Alert: Temperature 27.4°C, humidity 45.0%. Heat index is elevated.",Moderate,27.4,45.0,27.47
30.8°C and 50.0% humidity detected.,Moderate,30.8,50.0,32.29
"Temperature at 24.6°C (trend stable), humidity at 50.0%.",Low,24.6,50.0,25.67
"Alert: Temperature 30.8°C, humidity 50.0%. Heat index is high.",Moderate,30.8,50.0,32.29
"Warning: temperature is warm, humidity is low. Heat index concern.",Moderate,30.8,49.0,32.1
"Warning: temperature is comfortable, humidity is low. Heat index concern.",Low,26.5,43.0,26.65
Temperature stable to 26.3°C. Humidity stable to 47.0%.,Low,26.3,47.0,26.67
Temperature rising to 41.5°C. Humidity stable to 63.3%.,Severe,41.5,63.3,68.78999999999999
"Temperature at 26.9°C (trend stable), humidity at 47.0%.",Low,26.9,47.0,27.15
24.5°C and 50.0% humidity detected.,Low,24.5,50.0,25.62
"Sensor readings show 30.9 degrees Celsius, 50.0 percent humidity, heat index is high.",Moderate,30.9,50.0,32.45
"Warning: temperature is warm, humidity is moderate. Heat index concern.",Moderate,30.9,50.0,32.45
"Temperature at 30.8°C (trend stable), humidity at 49.0%.",Moderate,30.8,49.0,32.1
"Temperature is 30.8°C, humidity is 50.0%, heat index is high.",Moderate,30.8,50.0,32.29
Temperature stable to 30.8°C. Humidity stable to 49.0%.,Moderate,30.8,49.0,32.1
